Linha,535
Tabela,002
num,ponto,horario
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),05:20
104310,TERMINAL BOQUEIRAO,05:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),06:00
104310,TERMINAL BOQUEIRAO,06:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),06:40
104310,TERMINAL BOQUEIRAO,07:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),07:20
104310,TERMINAL BOQUEIRAO,07:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),08:00
104310,TERMINAL BOQUEIRAO,08:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),08:40
104310,TERMINAL BOQUEIRAO,09:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),09:20
104310,TERMINAL BOQUEIRAO,09:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),10:00
104310,TERMINAL BOQUEIRAO,10:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),10:40
104310,TERMINAL BOQUEIRAO,11:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),11:20
104310,TERMINAL BOQUEIRAO,11:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),12:00
104310,TERMINAL BOQUEIRAO,12:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),12:40
104310,TERMINAL BOQUEIRAO,13:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),13:20
104310,TERMINAL BOQUEIRAO,13:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),14:00
104310,TERMINAL BOQUEIRAO,14:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),14:40
104310,TERMINAL BOQUEIRAO,15:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),15:20
104310,TERMINAL BOQUEIRAO,15:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),16:00
104310,TERMINAL BOQUEIRAO,16:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),16:40
104310,TERMINAL BOQUEIRAO,17:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),17:20
104310,TERMINAL BOQUEIRAO,17:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),18:00
104310,TERMINAL BOQUEIRAO,18:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),18:40
104310,TERMINAL BOQUEIRAO,19:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),19:20
104310,TERMINAL BOQUEIRAO,19:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),20:00
104310,TERMINAL BOQUEIRAO,20:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),20:40
104310,TERMINAL BOQUEIRAO,21:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),21:20
104310,TERMINAL BOQUEIRAO,21:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),22:00
104310,TERMINAL BOQUEIRAO,22:20
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),22:40
104310,TERMINAL BOQUEIRAO,23:00
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),23:20
104310,TERMINAL BOQUEIRAO,23:40
160756,BAIRRO OSTERNACK (S/BOQUEIRAO),00:00
104310,TERMINAL BOQUEIRAO,00:20
