Linha,022
Tabela,025
num,ponto,horario
109119,TERMINAL CAPAO DA IMBUIA,05:55
109108,TERMINAL HAUER,06:12
109095,TERMINAL CAPAO RASO,06:28
109091,TERMINAL PORTAO,06:35
109125,TERMINAL CAMPINA DO SIQUEIRA,06:51
109086,TERMINAL CABRAL,07:17
109119,TERMINAL CAPAO DA IMBUIA,07:39
109108,TERMINAL HAUER,07:56
109095,TERMINAL CAPAO RASO,08:14
109091,TERMINAL PORTAO,08:21
109125,TERMINAL CAMPINA DO SIQUEIRA,08:42
109086,TERMINAL CABRAL,09:09
109119,TERMINAL CAPAO DA IMBUIA,09:32
109108,TERMINAL HAUER,09:52
109095,TERMINAL CAPAO RASO,10:09
109091,TERMINAL PORTAO,10:16
109125,TERMINAL CAMPINA DO SIQUEIRA,10:37
109086,TERMINAL CABRAL,11:07
109119,TERMINAL CAPAO DA IMBUIA,11:31
109108,TERMINAL HAUER,11:51
109095,TERMINAL CAPAO RASO,12:08
109091,TERMINAL PORTAO,12:15
109125,TERMINAL CAMPINA DO SIQUEIRA,12:35
109086,TERMINAL CABRAL,13:05
109119,TERMINAL CAPAO DA IMBUIA,13:29
109108,TERMINAL HAUER,13:49
109095,TERMINAL CAPAO RASO,14:06
109091,TERMINAL PORTAO,14:13
109125,TERMINAL CAMPINA DO SIQUEIRA,14:33
109086,TERMINAL CABRAL,15:03
109119,TERMINAL CAPAO DA IMBUIA,15:27
109108,TERMINAL HAUER,15:47
109095,TERMINAL CAPAO RASO,16:04
109091,TERMINAL PORTAO,16:11
109125,TERMINAL CAMPINA DO SIQUEIRA,16:31
109086,TERMINAL CABRAL,17:04
109119,TERMINAL CAPAO DA IMBUIA,17:35
109108,TERMINAL HAUER,17:57
109095,TERMINAL CAPAO RASO,18:22
109091,TERMINAL PORTAO,18:29
