Linha,022
Tabela,030
num,ponto,horario
109119,TERMINAL CAPAO DA IMBUIA,06:15
109108,TERMINAL HAUER,06:32
109095,TERMINAL CAPAO RASO,06:47
109091,TERMINAL PORTAO,06:54
109125,TERMINAL CAMPINA DO SIQUEIRA,07:13
109086,TERMINAL CABRAL,07:40
109119,TERMINAL CAPAO DA IMBUIA,08:04
109108,TERMINAL HAUER,08:23
109095,TERMINAL CAPAO RASO,08:43
109091,TERMINAL PORTAO,08:50
109125,TERMINAL CAMPINA DO SIQUEIRA,09:13
109086,TERMINAL CABRAL,09:43
109119,TERMINAL CAPAO DA IMBUIA,10:07
109108,TERMINAL HAUER,10:27
109095,TERMINAL CAPAO RASO,10:44
109091,TERMINAL PORTAO,10:51
109125,TERMINAL CAMPINA DO SIQUEIRA,11:11
109086,TERMINAL CABRAL,11:41
109119,TERMINAL CAPAO DA IMBUIA,12:05
109108,TERMINAL HAUER,12:25
109095,TERMINAL CAPAO RASO,12:42
109091,TERMINAL PORTAO,12:49
109125,TERMINAL CAMPINA DO SIQUEIRA,13:09
109086,TERMINAL CABRAL,13:39
109119,TERMINAL CAPAO DA IMBUIA,14:03
109108,TERMINAL HAUER,14:23
109095,TERMINAL CAPAO RASO,14:40
109091,TERMINAL PORTAO,14:47
109125,TERMINAL CAMPINA DO SIQUEIRA,15:07
109086,TERMINAL CABRAL,15:37
109119,TERMINAL CAPAO DA IMBUIA,16:01
109108,TERMINAL HAUER,16:21
109095,TERMINAL CAPAO RASO,16:38
109091,TERMINAL PORTAO,16:45
109125,TERMINAL CAMPINA DO SIQUEIRA,17:06
109086,TERMINAL CABRAL,17:39
109119,TERMINAL CAPAO DA IMBUIA,18:12
109108,TERMINAL HAUER,18:34
109095,TERMINAL CAPAO RASO,18:59
109091,TERMINAL PORTAO,19:06
109125,TERMINAL CAMPINA DO SIQUEIRA,19:25
