Linha,812
Tabela,003
num,ponto,horario
190069,BAIRRO MONTANA,05:57
104508,TERMINAL CAMPINA DO SIQUEIRA,06:26
190069,BAIRRO MONTANA,06:53
104508,TERMINAL CAMPINA DO SIQUEIRA,07:26
190069,BAIRRO MONTANA,07:53
104508,TERMINAL CAMPINA DO SIQUEIRA,08:32
190069,BAIRRO MONTANA,09:01
104508,TERMINAL CAMPINA DO SIQUEIRA,09:32
190069,BAIRRO MONTANA,09:59
104508,TERMINAL CAMPINA DO SIQUEIRA,10:31
190069,BAIRRO MONTANA,10:57
104508,TERMINAL CAMPINA DO SIQUEIRA,11:28
190069,BAIRRO MONTANA,11:54
104508,TERMINAL CAMPINA DO SIQUEIRA,12:24
190069,BAIRRO MONTANA,12:50
104508,TERMINAL CAMPINA DO SIQUEIRA,13:20
190069,BAIRRO MONTANA,13:46
104508,TERMINAL CAMPINA DO SIQUEIRA,14:17
190069,BAIRRO MONTANA,14:43
104508,TERMINAL CAMPINA DO SIQUEIRA,15:15
190069,BAIRRO MONTANA,15:41
104508,TERMINAL CAMPINA DO SIQUEIRA,16:13
190069,BAIRRO MONTANA,16:42
104508,TERMINAL CAMPINA DO SIQUEIRA,17:19
190069,BAIRRO MONTANA,17:49
104508,TERMINAL CAMPINA DO SIQUEIRA,18:27
190069,BAIRRO MONTANA,19:00
104508,TERMINAL CAMPINA DO SIQUEIRA,19:31
